Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
LDOC1		2	2	515	0.4%	No
LY96		2	2	515	0.4%	No
DPRX		5	5	515	1.0%	No
EDC4		6	6	515	1.2%	No
PPP1R15A		2	2	515	0.4%	No
PLD3		3	3	515	0.6%	No
TM4SF19		1	1	515	0.2%	No
PTGES3L-AARSD1		3	3	515	0.6%	No
CNPY2		1	1	515	0.2%	No
ZNF730		3	3	515	0.6%	No
CLEC4M		4	4	515	0.8%	No
B3GNT3		6	6	515	1.2%	No
TLR6		3	3	515	0.6%	No
PCGF3		4	4	515	0.8%	No
IRAG1		2	2	515	0.4%	No
PLA2G15		3	3	515	0.6%	No
HTR3E		1	1	515	0.2%	No
MMP21		3	3	515	0.6%	No
PLXNB2		16	16	515	3.1%	No
SLC7A11		4	4	515	0.8%	No
ABCA10		11	10	515	1.9%	No
TMC2		6	6	515	1.2%	No
TMC1		3	3	515	0.6%	No
PKDREJ		21	12	515	2.3%	No
TFG		2	2	515	0.4%	Yes
TRDN		8	8	515	1.6%	No
ABCA7		11	11	515	2.1%	No
TRIM22		3	3	515	0.6%	No
SPO11		4	4	515	0.8%	No
PRND		1	1	515	0.2%	No
NTSR2		6	6	515	1.2%	No
BACE1		1	1	515	0.2%	No
RUSC1		6	6	515	1.2%	No
CBLC		1	1	515	0.2%	Yes
NMUR1		5	5	515	1.0%	No
TNIP1		8	8	515	1.6%	No
B3GALT5		1	1	515	0.2%	No
LAMC3		8	7	515	1.4%	No
TCIRG1		6	6	515	1.2%	No
VPS26C		5	5	515	1.0%	No
LANCL1		1	1	515	0.2%	No
RTN3		4	4	515	0.8%	No
NUP62		4	4	515	0.8%	No
RABGAP1		4	4	515	0.8%	No
DNAAF11		7	5	515	1.0%	No
ZNF619		2	2	515	0.4%	No
ZNF621		2	2	515	0.4%	No
TMEM184A		4	4	515	0.8%	No
CA14		2	2	515	0.4%	No
KPNA6		5	5	515	1.0%	No
SSBP2		2	2	515	0.4%	No
AKR1A1		1	1	515	0.2%	No
SIRPB1		5	5	515	1.0%	No
RXYLT1		4	4	515	0.8%	No
EMC8		1	1	515	0.2%	No
CRISP3		5	5	515	1.0%	No
IKZF1		8	8	515	1.6%	Yes
SMYD5		6	5	515	1.0%	No
RRAGB		1	1	515	0.2%	No
KLHL41		4	4	515	0.8%	No
SPINK6		1	1	515	0.2%	No
XIRP2		55	52	515	10.1%	No
LYZL1		1	1	515	0.2%	No
LRRC3B		3	3	515	0.6%	No
KCNK15		5	5	515	1.0%	No
SLC12A8		5	5	515	1.0%	No
SCOC		1	1	515	0.2%	No
PIK3AP1		4	4	515	0.8%	No
MAP1LC3A		2	2	515	0.4%	No
FAXC		2	2	515	0.4%	No
PARD6G		4	4	515	0.8%	No
FOXP4		4	4	515	0.8%	No
PCDH11Y		5	5	515	1.0%	No
ZNF526		3	3	515	0.6%	No
NCKAP5		17	17	515	3.3%	No
DENND6A		5	5	515	1.0%	No
PDE12		4	4	515	0.8%	No
DNAH12		2	2	515	0.4%	No
COL25A1		8	8	515	1.6%	No
SPATA17		5	5	515	1.0%	No
ZNF879		2	2	515	0.4%	No
SF3A1		2	2	515	0.4%	No
SPEG		14	14	515	2.7%	No
TRAIP		2	2	515	0.4%	No
BCKDK		6	5	515	1.0%	No
ARHGAP35		13	13	515	2.5%	Yes
DNAJA2		1	1	515	0.2%	No
TIGIT		4	4	515	0.8%	No
GRIK4		5	5	515	1.0%	No
TGM7		1	1	515	0.2%	No
NR3C1		4	4	515	0.8%	No
APC2		7	7	515	1.4%	No
GRINA		1	1	515	0.2%	No
MAEA		2	2	515	0.4%	No
GRIN2D		6	6	515	1.2%	No
MARCHF6		9	9	515	1.7%	No
GRIN2C		7	7	515	1.4%	No
PAK4		2	2	515	0.4%	No
GRIN2B		24	23	515	4.5%	No
GRIN2A		20	20	515	3.9%	Yes
GRIN1		4	4	515	0.8%	No
CMTM5		3	2	515	0.4%	No
GRIK5		9	9	515	1.7%	No
RNF215		1	1	515	0.2%	No
GRM1		27	26	515	5.0%	No
CXCL1		3	3	515	0.6%	No
GRM8		26	22	515	4.3%	No
GRM7		21	19	515	3.7%	No
GRM6		4	4	515	0.8%	No
GRM5		13	12	515	2.3%	No
GRM4		2	2	515	0.4%	No
GRM3		30	26	515	5.0%	Yes
GRM2		9	9	515	1.7%	No
AKAP8		2	2	515	0.4%	No
STUB1		2	2	515	0.4%	No
FSTL3		1	1	515	0.2%	Yes
VSIG2		3	3	515	0.6%	No
DDX58		4	4	515	0.8%	No
ELP5		3	3	515	0.6%	No
GRP		1	1	515	0.2%	No
CXCL3		1	1	515	0.2%	No
CXCL2		1	1	515	0.2%	No
PHACTR3		9	9	515	1.7%	No
CDC42EP4		5	5	515	1.0%	No
CASP14		1	1	515	0.2%	No
CYYR1		1	1	515	0.2%	No
SMUG1		3	3	515	0.6%	No
STAG1		5	5	515	1.0%	Yes
UBE4B		4	4	515	0.8%	No
NET1		3	3	515	0.6%	No
GRSF1		4	4	515	0.8%	No
PRSS16		3	3	515	0.6%	No
GRPR		1	1	515	0.2%	No
EFS		5	4	515	0.8%	No
FAM210B		1	1	515	0.2%	No
SIGMAR1		1	1	515	0.2%	No
BET1		1	1	515	0.2%	No
GAGE2B		1	1	515	0.2%	No
CWC27		4	4	515	0.8%	No
ORC3		4	4	515	0.8%	No
OPN3		2	2	515	0.4%	No
KLHDC3		2	2	515	0.4%	No
ACOT9		2	2	515	0.4%	No
PATZ1		3	3	515	0.6%	Yes
DACH1		8	8	515	1.6%	No
DAB2		8	8	515	1.6%	No
GSK3B		3	3	515	0.6%	Yes
DAB1		10	10	515	1.9%	No
PDSS1		2	2	515	0.4%	No
DNAAF10		4	4	515	0.8%	No
LEMD3		4	4	515	0.8%	No
HEBP2		1	1	515	0.2%	No
ORC6		3	3	515	0.6%	No
BCAS2		4	4	515	0.8%	No
DGKQ		7	6	515	1.2%	No
DGKG		6	6	515	1.2%	No
GSTA2		1	1	515	0.2%	No
LILRB2		9	9	515	1.7%	No
CCDC180		12	12	515	2.3%	No
DGKB		11	11	515	2.1%	No
GSTA1		2	2	515	0.4%	No
RGS19		2	2	515	0.4%	No
DGKA		5	5	515	1.0%	No
GSS		2	2	515	0.4%	No
DAG1		6	6	515	1.2%	No
EIF1B		1	1	515	0.2%	No
GSPT1		2	2	515	0.4%	No
GSN		5	5	515	1.0%	No
HTR5A-AS1		1	1	515	0.2%	No
AGBL5		6	6	515	1.2%	No
DNAJC25-GNG10		1	1	515	0.2%	No
NYX		2	2	515	0.4%	No
DAPK3		4	4	515	0.8%	No
DAPK1		12	12	515	2.3%	No
FOXD4L1		4	4	515	0.8%	No
OXER1		1	1	515	0.2%	No
DAO		2	2	515	0.4%	No
GSTA3		2	2	515	0.4%	No
GSTM4		3	2	515	0.4%	No
DAXX		2	2	515	0.4%	Yes
GSTM3		1	1	515	0.2%	No
DARS1		5	5	515	1.0%	No
GSTM2		1	1	515	0.2%	No
LDAH		2	2	515	0.4%	No
GSTZ1		1	1	515	0.2%	No
DBI		3	3	515	0.6%	No
DBH		8	8	515	1.6%	No
GSTT1		1	1	515	0.2%	No
BRINP1		18	16	515	3.1%	No
GSTP1		1	1	515	0.2%	No
DBT		7	7	515	1.4%	No
DBP		3	3	515	0.6%	No
GTF2B		1	1	515	0.2%	No
DBN1		1	1	515	0.2%	No
GTF2A2		1	1	515	0.2%	No
GTF2A1		4	4	515	0.8%	No
MSH6		3	3	515	0.6%	Yes
EDARADD		2	2	515	0.4%	No
OR2A5		1	1	515	0.2%	No
ALX4		6	6	515	1.2%	No
ELAC2		6	6	515	1.2%	No
DCTD		1	1	515	0.2%	No
NKX6-2		2	2	515	0.4%	No
CFAP221		6	5	515	1.0%	No
DCN		4	4	515	0.8%	No
GTF2H1		3	3	515	0.6%	No
ZNF527		7	6	515	1.2%	No
DCK		3	3	515	0.6%	No
ECI1		2	2	515	0.4%	No
GTF2F2		2	2	515	0.4%	No
GTF2F1		4	4	515	0.8%	No
DCC		27	25	515	4.9%	No
GTF2E1		7	7	515	1.4%	No
JPH4		4	4	515	0.8%	No
SPIRE2		1	1	515	0.2%	No
DCTN1		8	8	515	1.6%	Yes
DCT		3	3	515	0.6%	No
GTF2I		6	5	515	1.0%	Yes
GTF2H4		4	4	515	0.8%	No
ACE		8	8	515	1.6%	No
GTF2H3		2	2	515	0.4%	No
GUCA2A		2	2	515	0.4%	No
GUCY1A2		9	8	515	1.6%	No
AKR1C1		1	1	515	0.2%	No
GTF3C2		2	2	515	0.4%	No
DDC		8	8	515	1.6%	No
GTF3C1		17	16	515	3.1%	No
DDB2		4	4	515	0.8%	Yes
DDB1		9	8	515	1.6%	No
DCX		9	7	515	1.4%	No
BRF1		4	4	515	0.8%	No
GTF3A		2	2	515	0.4%	No
DDIT3		2	2	515	0.4%	Yes
GADD45A		1	1	515	0.2%	No
FAM47E-STBD1		2	2	515	0.4%	No
DHX9		5	5	515	1.0%	No
GUSB		5	5	515	1.0%	No
MAPK15		4	4	515	0.8%	No
ACRBP		4	4	515	0.8%	No
DMXL1		11	11	515	2.1%	No
SPCS3		1	1	515	0.2%	No
DDX6		2	2	515	0.4%	Yes
GUF1		5	5	515	1.0%	No
DDX5		3	3	515	0.6%	Yes
GUCY2F		8	8	515	1.6%	No
RHOXF2		1	1	515	0.2%	No
DDX3X		11	9	515	1.7%	Yes
ZNF559		3	3	515	0.6%	No
DDX1		5	5	515	1.0%	No
GUCY2C		10	10	515	1.9%	No
GUCY1B1		7	6	515	1.2%	No
GUCY1A1		9	8	515	1.6%	No
ZC3H8		2	2	515	0.4%	No
DDOST		1	1	515	0.2%	No
GON7		1	1	515	0.2%	No
DHX8		5	5	515	1.0%	No
TAAR6		1	1	515	0.2%	No
KRT73		4	4	515	0.8%	No
GZMH		1	1	515	0.2%	No
MCM8		8	8	515	1.6%	No
GYS2		6	6	515	1.2%	No
GHDC		3	3	515	0.6%	No
DECR1		1	1	515	0.2%	No
GYS1		5	5	515	1.0%	No
DHX15		4	4	515	0.8%	No
GYPE		2	2	515	0.4%	No
DCTN5		1	1	515	0.2%	No
GYPC		1	1	515	0.2%	No
DDX11		11	11	515	2.1%	No
GYPB		2	2	515	0.4%	No
DDX10		3	2	515	0.4%	Yes
GYPA		5	5	515	1.0%	No
GYG1		1	1	515	0.2%	No
RINT1		6	5	515	1.0%	No
NAA35		4	4	515	0.8%	No
DEFA4		1	1	515	0.2%	No
OSR1		3	3	515	0.6%	No
TMEM185A		1	1	515	0.2%	No
PGBD1		8	8	515	1.6%	No
DES		3	3	515	0.6%	No
MRPL43		1	1	515	0.2%	No
KIAA1841		4	4	515	0.8%	No
KBTBD8		2	2	515	0.4%	No
SLC38A9		5	5	515	1.0%	No
COCH		4	4	515	0.8%	No
CDIN1		1	1	515	0.2%	No
TEX44		3	3	515	0.6%	No
MCHR2		5	5	515	1.0%	No
GSDME		4	4	515	0.8%	No
ACSS1		7	7	515	1.4%	No
SRRM4		11	11	515	2.1%	No
SHPK		7	6	515	1.2%	No
CCDC73		5	5	515	1.0%	No
PRMT5		4	4	515	0.8%	No
SPON1		1	1	515	0.2%	No
GPX8		1	1	515	0.2%	No
RAPGEF3		5	5	515	1.0%	No
YAP1		2	2	515	0.4%	Yes
NSA2		3	3	515	0.6%	No
TMEM245		1	1	515	0.2%	No
FRRS1L		2	2	515	0.4%	No
TUBGCP3		5	5	515	1.0%	No
ARIH2		1	1	515	0.2%	No
RDM1		1	1	515	0.2%	No
SEC24B		10	10	515	1.9%	No
TRIM65		4	4	515	0.8%	No
UNC13D		3	1	515	0.2%	No
TESK2		2	2	515	0.4%	No
UBAC1		1	1	515	0.2%	No
CD2BP2		6	5	515	1.0%	No
PGRMC2		1	1	515	0.2%	No
CDIPT		1	1	515	0.2%	No
KCNE4		2	2	515	0.4%	No
CADM1		4	4	515	0.8%	No
GSPT2		7	7	515	1.4%	No
GABARAPL1		2	2	515	0.4%	No
CPQ		6	6	515	1.2%	No
NDC80		4	4	515	0.8%	No
WFDC2		1	1	515	0.2%	No
SPAG11B		1	1	515	0.2%	No
ST3GAL6		3	3	515	0.6%	No
PIAS3		4	4	515	0.8%	No
TRIM72		1	1	515	0.2%	No
COX4I2		1	1	515	0.2%	No
ZNF396		3	3	515	0.6%	No
MYO18B		19	19	515	3.7%	No
RFPL4B		4	3	515	0.6%	No
CRTAP		1	1	515	0.2%	No
VAT1		1	1	515	0.2%	No
SYNCRIP		5	5	515	1.0%	No
HSPB9		1	1	515	0.2%	No
TRIM6		1	1	515	0.2%	No
VKORC1L1		2	2	515	0.4%	No
BPIFB3		2	2	515	0.4%	No
SFXN1		2	2	515	0.4%	No
ATG4A		2	2	515	0.4%	No
ENOX2		6	6	515	1.2%	No
STK25		4	4	515	0.8%	No
UNC13B		10	10	515	1.9%	No
NCOA2		9	7	515	1.4%	Yes
CARM1		5	5	515	1.0%	Yes
LCN12		1	1	515	0.2%	No
RBM45		1	1	515	0.2%	No
MRGPRD		3	3	515	0.6%	No
APOA5		2	2	515	0.4%	No
TPRN		1	1	515	0.2%	No
PFDN6		1	1	515	0.2%	No
RNF208		1	1	515	0.2%	No
POTEH		9	8	515	1.6%	No
BCL2L13		2	2	515	0.4%	No
MTCH1		1	1	515	0.2%	No
MTCH2		2	2	515	0.4%	No
IGFL4		1	1	515	0.2%	No
PTCHD4		7	7	515	1.4%	No
APOL2		2	2	515	0.4%	No
MAS1L		5	5	515	1.0%	No
HMGN4		1	1	515	0.2%	No
ZBTB18		5	5	515	1.0%	No
TRIM38		2	2	515	0.4%	No
TADA3		2	2	515	0.4%	No
ATP5PD		1	1	515	0.2%	No
SLC9A6		4	4	515	0.8%	No
SLC25A17		1	1	515	0.2%	No
SOWAHB		6	6	515	1.2%	No
EIF3M		2	2	515	0.4%	No
NXF1		5	5	515	1.0%	No
HOXB13		2	2	515	0.4%	Yes
AMOTL1		6	6	515	1.2%	No
SFXN5		1	1	515	0.2%	No
SEC23A		7	6	515	1.2%	No
SEC23B		5	5	515	1.0%	No
CAP2		2	2	515	0.4%	No
CREB3		1	1	515	0.2%	No
FBLN7		1	1	515	0.2%	No
CAP1		4	4	515	0.8%	No
ARHGAP19-SLIT1		1	1	515	0.2%	No
LRRC41		1	1	515	0.2%	No
NEU4		3	3	515	0.6%	No
FLRT2		8	8	515	1.6%	No
BBS5		3	3	515	0.6%	No
CCDC173		2	2	515	0.4%	No
TSHZ2		8	8	515	1.6%	No
PRSS48		5	5	515	1.0%	No
CRB2		6	6	515	1.2%	No
SCAI		4	4	515	0.8%	No
PITPNB		1	1	515	0.2%	No
PISD		1	1	515	0.2%	No
CFAP157		1	1	515	0.2%	No
OSBP2		5	5	515	1.0%	No
IL17RA		7	6	515	1.2%	No
GABARAPL3		1	1	515	0.2%	No
FLRT3		7	7	515	1.4%	No
MAD2L2		1	1	515	0.2%	Yes
BAIAP2		2	2	515	0.4%	No
VAV3		4	4	515	0.8%	No
PPIE		1	1	515	0.2%	No
TOMM40		1	1	515	0.2%	No
ECI2		4	4	515	0.8%	No
TAB1		5	5	515	1.0%	No
GPNMB		4	3	515	0.6%	No
HAX1		4	3	515	0.6%	No
ARHGAP8		1	1	515	0.2%	No
MACC1		7	6	515	1.2%	No
TACC3		10	8	515	1.6%	No
BRD1		7	7	515	1.4%	No
TIMM44		2	2	515	0.4%	No
FKBP8		6	5	515	1.0%	No
CLEC10A		2	2	515	0.4%	No
MERTK		8	8	515	1.6%	Yes
PIBF1		9	7	515	1.4%	No
TRIM43		3	3	515	0.6%	No
SLC30A9		4	3	515	0.6%	No
COG5		8	7	515	1.4%	No
PPIH		1	1	515	0.2%	No
FST		1	1	515	0.2%	No
ZNHIT1		1	1	515	0.2%	No
AIPL1		1	1	515	0.2%	No
C9ORF47		1	1	515	0.2%	No
EID1		2	2	515	0.4%	No
NPAP1		38	33	515	6.4%	No
BHMT2		5	5	515	1.0%	No
IFI30		1	1	515	0.2%	No
OLFM1		4	4	515	0.8%	No
TMEM147		1	1	515	0.2%	No
RBM14		2	2	515	0.4%	No
CDC42EP2		1	1	515	0.2%	No
LYPLA1		1	1	515	0.2%	No
PPIL2		1	1	515	0.2%	No
SPATA31E1		16	14	515	2.7%	No
C2ORF73		2	2	515	0.4%	No
MRGPRF		2	2	515	0.4%	No
MRGPRE		1	1	515	0.2%	No
KCTD12		1	1	515	0.2%	No
OMA1		1	1	515	0.2%	No
FAM3C		1	1	515	0.2%	No
MRPL53		2	2	515	0.4%	No
ACAA2		1	1	515	0.2%	No
DPPA3		2	2	515	0.4%	No
MRPL54		1	1	515	0.2%	No
TIMM17A		1	1	515	0.2%	No
ZER1		1	1	515	0.2%	No
N4BP2L2		4	4	515	0.8%	No
LRRN2		3	3	515	0.6%	No
MCRS1		1	1	515	0.2%	No
PIGS		4	4	515	0.8%	No
SERHL		1	1	515	0.2%	No
PCBP4		4	4	515	0.8%	No
DDX24		5	5	515	1.0%	No
NIBAN1		4	4	515	0.8%	No
MS4A14		11	9	515	1.7%	No
C9ORF24		2	2	515	0.4%	No
PASD1		9	8	515	1.6%	No
INSM2		1	1	515	0.2%	No
ACCS		3	3	515	0.6%	No
RGPD8		3	3	515	0.6%	No
TRIM63		1	1	515	0.2%	No
TRIM55		5	5	515	1.0%	No
KDM2B		8	8	515	1.6%	Yes
ZNF347		12	12	515	2.3%	No
CARD6		15	14	515	2.7%	No
CGB7		1	1	515	0.2%	No
MUC16		139	101	515	19.6%	No
PLSCR4		10	10	515	1.9%	No
ATP6V1G3		3	3	515	0.6%	No
ENTPD7		4	4	515	0.8%	No
KNL1		16	12	515	2.3%	Yes
SLC17A6		9	8	515	1.6%	No
AGTRAP		1	1	515	0.2%	No
LINC02877		2	2	515	0.4%	No
NEK10		7	6	515	1.2%	No
FMC1		1	1	515	0.2%	No
CASS4		6	5	515	1.0%	No
TTYH2		4	4	515	0.8%	No
SRFBP1		3	3	515	0.6%	No
PARP11		3	3	515	0.6%	No
AVEN		3	3	515	0.6%	No
TRIM49		3	3	515	0.6%	No
CPA6		5	5	515	1.0%	No
RPGRIP1		13	13	515	2.5%	No
CAPS2		4	4	515	0.8%	No
CREB3L3		9	8	515	1.6%	No
GJA10		9	9	515	1.7%	No
ABHD1		4	4	515	0.8%	No
LOXL3		8	8	515	1.6%	No
SPATA22		2	2	515	0.4%	No
CCDC54		4	4	515	0.8%	No
FAM71F1		3	3	515	0.6%	No
MDH1B		6	5	515	1.0%	No
PITPNM3		7	6	515	1.2%	No
LRRC4B		8	7	515	1.4%	No
FTMT		5	5	515	1.0%	No
ZNF554		3	2	515	0.4%	No
BEND2		12	12	515	2.3%	No
CEPT1		3	3	515	0.6%	No
SPATA25		2	2	515	0.4%	No
NOD1		9	9	515	1.7%	Yes
CORO2B		4	4	515	0.8%	No
PRG3		1	1	515	0.2%	No
BMT2		8	8	515	1.6%	No
ATP8A1		19	19	515	3.7%	No
DHFR		2	2	515	0.4%	No
DLC1		16	15	515	2.9%	No
NME9		3	3	515	0.6%	No
DHCR24		3	3	515	0.6%	No
MYL9		3	3	515	0.6%	No
DHCR7		1	1	515	0.2%	No
NDRG1		1	1	515	0.2%	Yes
TUBB2B		4	3	515	0.6%	No
RACK1		1	1	515	0.2%	No
CATSPER3		3	3	515	0.6%	No
SERINC2		1	1	515	0.2%	No
SLC35B2		6	6	515	1.2%	No
LENG9		4	4	515	0.8%	No
LRRTM3		15	15	515	2.9%	No
FITM2		2	2	515	0.4%	No
LRRTM1		21	20	515	3.9%	No
SPNS3		4	4	515	0.8%	No
SYAP1		2	2	515	0.4%	No
SPATA31A3		2	2	515	0.4%	No
DHODH		6	6	515	1.2%	No
DIAPH1		6	6	515	1.2%	No
NQO1		2	2	515	0.4%	No
CYB5R3		7	7	515	1.4%	No
DHPS		1	1	515	0.2%	No
RIC8A		2	2	515	0.4%	No
DIO2		4	4	515	0.8%	No
SEPTIN1		1	1	515	0.2%	No
DIAPH2		11	11	515	2.1%	No
DLG1		9	9	515	1.7%	No
DLD		2	2	515	0.4%	No
DLAT		4	4	515	0.8%	No
DKC1		2	2	515	0.4%	No
DIO3		1	1	515	0.2%	No
UBL4B		1	1	515	0.2%	No
DLX1		1	1	515	0.2%	No
DLST		6	5	515	1.0%	No
DLG4		3	3	515	0.6%	No
DLG3		3	3	515	0.6%	No
DLG2		15	15	515	2.9%	No
CMTM8		1	1	515	0.2%	No
DLX5		7	7	515	1.4%	No
DLX3		1	1	515	0.2%	No
SPICE1		3	3	515	0.6%	No
CDCP2		2	1	515	0.2%	No
NT5C1A		2	2	515	0.4%	No
TUBB6		3	3	515	0.6%	No
ZGPAT		1	1	515	0.2%	No
DMD		60	53	515	10.3%	No
SLC5A9		4	4	515	0.8%	No
DMBT1		14	14	515	2.7%	No
ACKR3		1	1	515	0.2%	Yes
FNDC1		18	18	515	3.5%	No
KRBA1		2	2	515	0.4%	No
YAE1		3	3	515	0.6%	No
CCDC47		5	4	515	0.8%	No
ST6GAL2		5	5	515	1.0%	No
DLX6		3	3	515	0.6%	No
KIRREL3		5	5	515	1.0%	No
ZNF594		12	11	515	2.1%	No
DNM1		3	3	515	0.6%	No
DMP1		6	6	515	1.2%	No
SARDH		8	7	515	1.4%	No
DNAH9		45	42	515	8.2%	No
CABP4		3	3	515	0.6%	No
CC2D1B		2	2	515	0.4%	No
DNAH5		86	70	515	13.6%	No
COQ9		2	2	515	0.4%	No
ZBTB37		4	4	515	0.8%	No
CCNL1		1	1	515	0.2%	No
DNA2		3	3	515	0.6%	No
DMWD		1	1	515	0.2%	No
PARD6B		1	1	515	0.2%	No
DMPK		3	3	515	0.6%	No
AKR1B10		5	5	515	1.0%	No
DNAH8		45	42	515	8.2%	No
DNAH6		5	5	515	1.0%	No
PLEKHG4B		7	7	515	1.4%	No
DYNC1I2		3	3	515	0.6%	No
VPS35L		6	6	515	1.2%	No
DYNC1I1		6	6	515	1.2%	No
CCDC185		3	3	515	0.6%	No
MMAA		1	1	515	0.2%	No
IL1F10		1	1	515	0.2%	No
DYNC1H1		24	22	515	4.3%	No
PLA2G12B		1	1	515	0.2%	No
DNASE2		2	2	515	0.4%	No
DNASE1L3		1	1	515	0.2%	No
EEFSEC		3	3	515	0.6%	No
DGAT2		3	3	515	0.6%	No
DNASE1L2		1	1	515	0.2%	No
CELF6		3	3	515	0.6%	No
DNASE1L1		2	2	515	0.4%	No
PAPPA2		50	46	515	8.9%	No
KIF2B		11	11	515	2.1%	No
DNASE1		1	1	515	0.2%	No
DCAF12L1		10	10	515	1.9%	No
C22ORF23		1	1	515	0.2%	No
NBPF11		2	2	515	0.4%	No
ATG101		1	1	515	0.2%	No
PYDC2		2	2	515	0.4%	No
MIIP		2	2	515	0.4%	No
CCDC50		9	9	515	1.7%	No
MFSD14B		1	1	515	0.2%	No
USP38		5	5	515	1.0%	No
AMOT		8	8	515	1.6%	No
TTC24		1	1	515	0.2%	No
OR14J1		3	3	515	0.6%	No
DNTT		1	1	515	0.2%	No
OR10C1		2	2	515	0.4%	No
TNRC18		8	8	515	1.6%	No
NTNG2		2	2	515	0.4%	No
NUDT17		1	1	515	0.2%	No
MUC5B		50	42	515	8.2%	No
SLC17A7		5	5	515	1.0%	No
DNMT3B		9	9	515	1.7%	Yes
GPR174		4	4	515	0.8%	No
DNMT3A		15	13	515	2.5%	Yes
TRDMT1		2	2	515	0.4%	No
DNMT1		8	8	515	1.6%	Yes
DNM2		13	13	515	2.5%	Yes
RSRP1		2	2	515	0.4%	No
AFAP1L2		3	3	515	0.6%	No
C14ORF93		4	4	515	0.8%	No
SLITRK2		18	17	515	3.3%	No
DYNC1LI2		2	2	515	0.4%	No
ANKMY2		4	4	515	0.8%	No
ZFAND3		4	4	515	0.8%	No
RARS2		3	3	515	0.6%	No
TRAPPC11		4	4	515	0.8%	No
SMAP1		4	4	515	0.8%	No
FKBP10		1	1	515	0.2%	No
TTBK1		9	9	515	1.7%	No
CELF5		3	3	515	0.6%	No
DGKK		2	2	515	0.4%	No
TWSG1		3	2	515	0.4%	No
USP32		10	10	515	1.9%	No
FAM126A		2	2	515	0.4%	No
DPAGT1		2	2	515	0.4%	No
DXO		1	1	515	0.2%	No
DOK1		4	4	515	0.8%	No
MYPN		12	12	515	2.3%	No
DOCK3		10	10	515	1.9%	No
PLSCR2		7	7	515	1.4%	No
DOCK2		19	19	515	3.7%	No
HES7		2	2	515	0.4%	No
DOCK1		15	14	515	2.7%	No
CCDC62		3	3	515	0.6%	No
GLIS2		2	1	515	0.2%	No
CHRNA10		2	2	515	0.4%	No
ZBTB49		6	6	515	1.2%	No
ADGRE3		3	3	515	0.6%	No
RNASE7		1	1	515	0.2%	No
TBX20		6	6	515	1.2%	No
SPZ1		1	1	515	0.2%	No
GLYR1		5	5	515	1.0%	No
P3H3		2	2	515	0.4%	No
RNASEH2A		1	1	515	0.2%	No
STXBP4		6	6	515	1.2%	No
BATF		1	1	515	0.2%	No
UBD		1	1	515	0.2%	No
GLRX3		1	1	515	0.2%	No
PITRM1		3	3	515	0.6%	No
ZNRD2		2	2	515	0.4%	No
ATG7		2	2	515	0.4%	No
PRDX4		2	2	515	0.4%	No
FNDC5		1	1	515	0.2%	No
TM9SF1		4	4	515	0.8%	No
MARCHF11		3	3	515	0.6%	No
TXLNA		3	3	515	0.6%	No
DCTN2		1	1	515	0.2%	No
LAMTOR5		1	1	515	0.2%	No
MYBBP1A		6	6	515	1.2%	No
APPBP2		2	2	515	0.4%	No
FBLN5		5	5	515	1.0%	No
FBXW10		4	4	515	0.8%	No
NEIL2		2	2	515	0.4%	No
SEMA3C		9	9	515	1.7%	No
CUEDC1		3	3	515	0.6%	No
HYOU1		4	4	515	0.8%	No
OPRPN		6	6	515	1.2%	No
KAT5		7	7	515	1.4%	No
IPO7		13	11	515	2.1%	No
IPO8		11	10	515	1.9%	No
ARHGAP22		3	3	515	0.6%	No
NEBL		9	9	515	1.7%	No
NOP56		3	3	515	0.6%	No
ZNF250		2	2	515	0.4%	No
DDX17		2	2	515	0.4%	No
ZNF211		9	9	515	1.7%	No
SCAF1		2	2	515	0.4%	No
CHERP		3	3	515	0.6%	No
CACTIN		3	3	515	0.6%	No
DEAF1		2	2	515	0.4%	No
KMT2C		38	37	515	7.2%	Yes
OR2A2		6	6	515	1.2%	No
MTHFD2L		1	1	515	0.2%	No
EPS15L1		6	6	515	1.2%	No
SINHCAF		1	1	515	0.2%	No
GPAT3		1	1	515	0.2%	No
DLGAP3		7	6	515	1.2%	No
DNASE2B		1	1	515	0.2%	No
PAQR7		3	3	515	0.6%	No
RBM25		3	3	515	0.6%	No
ZCWPW2		4	4	515	0.8%	No
WIZ		6	6	515	1.2%	No
DMRT3		4	4	515	0.8%	No
SEMA4F		5	5	515	1.0%	No
ABRACL		1	1	515	0.2%	No
MID1IP1		1	1	515	0.2%	No
SEMA4D		9	9	515	1.7%	No
SEMA4B		4	4	515	0.8%	No
MYOZ1		2	2	515	0.4%	No
RRAGD		2	2	515	0.4%	No
SEMA6B		7	7	515	1.4%	No
SEMA6C		2	2	515	0.4%	No
RTN4IP1		5	5	515	1.0%	No
IL17RC		2	2	515	0.4%	No
LMNB2		8	7	515	1.4%	No
ATP10D		8	8	515	1.6%	No
MPP4		3	3	515	0.6%	No
FCRLA		4	4	515	0.8%	No
SNX6		1	1	515	0.2%	No
ZNF248		4	4	515	0.8%	No
SLC45A4		5	4	515	0.8%	No
MFSD9		6	6	515	1.2%	No
NFKBID		3	3	515	0.6%	No
THAP11		3	2	515	0.4%	No
PLCD4		3	3	515	0.6%	No
VANGL2		6	6	515	1.2%	No
BUD13		2	2	515	0.4%	No
TTC7A		6	6	515	1.2%	No
PLPP7		2	2	515	0.4%	No
